	GP	GS	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OFF	DEF	TRB	AST	STL	BLK	PF	TOV	PTS	YR	POS	W	H
614	115	14	13.9	1.9	5.01	0.378	0.64	2.16	0.298	0.64	0.93	0.692	0.21	0.94	1.15	1.96	0.54	0.1	1.28	1.01	5.08	2	1	82	185
615	65	1	9.1	1.57	3.92	0.4	0.8	2.25	0.356	0.14	0.15	0.9	0.12	0.63	0.75	0.54	0.35	0.02	0.78	0.37	4.08	3	1	90	191
616	507	86	12.8	1.07	2.35	0.456	0.03	0.13	0.206	0.43	0.62	0.693	1.0	1.09	2.09	0.49	0.64	0.27	1.48	0.33	2.6	1	2	99	206
617	412	42	13.1	1.56	3.26	0.478	0.0	0.01	0.0	0.63	1.44	0.441	1.54	2.16	3.7	0.44	0.37	0.73	1.97	0.7	3.75	9	2	102	206
618	23	0	5.4	0.65	1.39	0.469	0.0	0.0	0.0	0.13	0.39	0.333	0.65	0.91	1.57	0.04	0.09	0.26	0.7	0.22	1.43	2	2	102	203
619	187	56	14.0	1.25	3.49	0.357	0.65	2.17	0.301	0.36	0.55	0.65	0.41	0.97	1.38	0.65	0.28	0.09	1.48	0.39	3.5	4	2	102	201
620	13	5	13.1	1.85	4.15	0.444	0.0	0.23	0.0	0.38	1.08	0.357	0.46	1.38	1.85	1.0	0.69	0.15	1.85	1.15	4.08	1	1	91	193
621	14	0	12.1	0.86	2.07	0.414	0.0	0.0	0.0	0.79	1.64	0.478	0.93	1.86	2.79	0.21	0.5	0.43	1.57	1.07	2.5	2	3	117	211
622	11	0	7.8	0.82	2.64	0.31	0.45	1.82	0.25	0.27	0.27	1.0	0.0	0.64	0.64	1.0	0.09	0.0	0.73	0.45	2.36	3	1	100	196
623	243	19	13.4	1.49	3.22	0.462	0.14	0.49	0.292	0.8	0.96	0.833	1.32	2.42	3.74	0.45	0.4	0.48	1.6	0.58	3.93	5	2	104	203
624	146	7	8.2	0.88	1.97	0.449	0.01	0.04	0.167	0.55	1.02	0.544	1.03	1.45	2.49	0.25	0.3	0.26	1.32	0.4	2.33	8	2	107	208
625	140	31	14.2	1.82	4.91	0.371	0.02	0.13	0.167	0.91	1.29	0.702	1.34	2.17	3.51	0.45	0.33	0.21	1.93	0.76	4.57	9	3	113	213
626	517	169	21.8	3.32	8.27	0.401	0.87	2.58	0.339	1.46	1.71	0.858	0.37	1.32	1.7	3.38	0.53	0.06	1.33	1.58	8.97	1	1	77	185
627	868	600	28.3	3.97	8.26	0.48	0.23	0.7	0.33	3.03	3.77	0.804	1.97	5.17	7.14	2.85	0.74	0.68	2.74	1.57	11.2	1	3	118	213
628	498	55	12.8	1.32	3.52	0.374	0.4	1.34	0.301	0.55	0.74	0.743	0.31	0.85	1.16	1.69	0.74	0.09	1.63	0.85	3.59	1	1	86	188
629	11	4	27.7	3.18	8.64	0.368	0.73	3.0	0.242	0.55	0.82	0.667	0.73	3.27	4.0	1.64	0.82	0.18	1.64	0.45	7.64	2	2	98	201
630	25	0	6.8	0.84	2.48	0.339	0.04	0.44	0.091	0.36	0.68	0.529	0.28	0.6	0.88	1.16	0.2	0.12	0.68	0.8	2.08	4	1	86	191
631	867	791	26.6	6.11	12.07	0.507	0.0	0.03	0.115	2.61	3.38	0.773	1.77	4.32	6.09	1.4	0.43	1.28	3.47	1.82	14.85	1	3	113	224
632	1	0	2.4	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	1	3	112	213
633	19	0	11.9	1.11	4.05	0.273	0.74	2.47	0.298	1.68	1.74	0.97	0.05	1.11	1.16	1.16	0.37	0.0	1.42	1.16	4.63	3	1	86	191
634	993	690	30.0	5.74	12.65	0.454	0.68	2.04	0.331	3.59	4.17	0.861	0.62	2.62	3.24	5.98	1.07	0.16	2.76	2.44	15.75	1	1	84	191
635	26	5	14.5	0.88	3.12	0.284	0.04	0.62	0.062	0.27	0.62	0.438	0.77	1.35	2.12	0.62	0.31	0.04	1.42	0.65	2.08	2	2	95	208
636	839	727	33.7	6.36	14.32	0.444	1.56	3.87	0.402	3.07	3.55	0.863	0.42	2.48	2.9	2.37	0.67	0.17	2.46	2.1	17.34	1	1	93	198
637	90	7	12.8	1.41	3.82	0.369	0.5	1.6	0.312	0.46	0.63	0.719	0.27	1.21	1.48	0.62	0.24	0.09	1.21	0.39	3.78	3	2	102	206
638	67	6	7.4	0.84	2.24	0.373	0.34	1.04	0.329	0.31	0.43	0.724	0.73	0.99	1.72	0.28	0.25	0.07	1.04	0.33	2.33	4	2	107	203
639	19	0	7.4	0.79	1.95	0.405	0.05	0.37	0.143	0.42	0.53	0.8	0.37	1.11	1.47	0.42	0.47	0.11	0.89	0.47	2.05	1	1	98	196
640	3	0	4.4	0.0	1.0	0.0	0.0	0.33	0.0	0.67	0.67	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.67	1.0	0.67	1	2	107	198
641	6	0	14.0	1.83	3.67	0.5	0.17	0.33	0.5	1.0	1.5	0.667	0.17	1.83	2.0	1.5	0.67	0.17	1.5	1.0	4.83	1	1	88	196
642	23	0	7.4	0.87	2.26	0.385	0.04	0.13	0.333	0.78	0.83	0.947	0.22	0.65	0.87	0.65	0.09	0.04	1.13	0.48	2.57	3	2	98	196
643	151	27	14.0	1.58	3.8	0.416	0.21	0.7	0.305	0.48	0.68	0.699	1.05	2.21	3.26	0.43	0.56	0.42	1.79	0.66	3.85	6	2	93	203
644	46	4	8.2	0.54	1.59	0.342	0.0	0.0	0.0	0.09	0.3	0.286	0.74	1.63	2.37	0.3	0.17	0.28	1.74	0.5	1.17	3	3	116	211
645	855	496	28.4	4.6	11.55	0.398	1.47	4.6	0.32	2.1	2.86	0.733	0.44	2.13	2.57	3.41	1.14	0.18	2.07	1.95	12.76	1	1	82	193
646	1089	989	31.1	3.54	7.68	0.46	0.01	0.05	0.136	1.98	2.5	0.794	2.76	4.97	7.72	1.53	0.84	1.02	2.95	1.23	9.06	1	3	102	211
647	797	198	16.9	2.18	4.37	0.5	0.0	0.02	0.083	1.05	1.5	0.697	1.41	2.35	3.76	0.62	0.41	0.24	2.53	0.83	5.41	1	2	111	206
648	1296	1091	30.2	3.7	8.28	0.447	0.57	1.71	0.332	1.67	2.17	0.77	0.99	2.84	3.83	7.97	1.24	0.09	1.72	2.43	9.64	1	1	82	185
649	135	3	10.0	0.66	1.64	0.401	0.02	0.14	0.158	0.6	0.84	0.711	0.25	0.82	1.07	1.36	0.31	0.07	0.94	0.58	1.94	6	1	93	193
650	140	2	10.5	1.27	3.09	0.411	0.68	1.91	0.356	0.36	0.45	0.81	0.26	0.91	1.17	0.59	0.26	0.07	0.87	0.25	3.59	5	1	95	196
651	127	8	10.2	1.57	3.84	0.408	0.07	0.28	0.25	0.48	0.72	0.663	0.71	1.39	2.09	0.35	0.22	0.31	1.42	0.69	3.69	3	3	113	211
652	520	61	13.0	1.13	2.91	0.39	0.35	1.01	0.344	0.45	0.57	0.783	0.53	1.46	1.99	0.84	0.3	0.23	1.57	0.66	3.07	1	2	109	206
653	40	5	11.0	1.27	3.27	0.389	0.38	0.95	0.395	1.0	1.25	0.8	0.82	1.2	2.02	0.5	0.35	0.47	1.95	0.4	3.92	2	2	105	206
654	247	69	14.6	2.17	4.3	0.506	0.0	0.01	0.0	0.64	1.23	0.525	1.32	2.26	3.57	0.67	0.26	0.51	2.34	1.09	4.99	6	3	111	213
655	1159	512	24.5	3.84	8.34	0.461	0.52	1.54	0.336	2.79	3.44	0.81	0.82	1.37	2.19	1.46	0.92	0.21	2.76	1.43	10.99	1	2	86	201
656	1003	671	28.4	3.46	7.42	0.467	0.08	0.29	0.283	2.48	3.26	0.761	2.16	3.97	6.13	1.71	1.2	0.36	2.95	1.62	9.49	1	2	102	203
657	748	581	36.9	5.77	13.34	0.433	1.45	3.83	0.378	3.0	3.59	0.834	0.73	3.15	3.88	2.69	1.17	0.42	2.29	2.03	15.99	1	1	86	193
658	678	302	24.2	4.2	9.19	0.457	0.79	2.05	0.384	1.4	1.79	0.781	1.52	3.91	5.43	1.31	0.59	0.44	2.8	1.26	10.58	1	2	104	208
659	16	0	3.4	0.5	1.06	0.471	0.0	0.0	0.0	0.19	0.38	0.5	0.19	0.38	0.56	0.19	0.06	0.06	0.88	0.25	1.19	1	2	113	208
660	1049	842	32.0	5.38	11.9	0.452	1.7	4.41	0.386	2.39	2.97	0.805	1.35	3.83	5.18	1.68	1.06	0.52	2.32	1.5	14.85	1	2	107	208
661	341	56	15.5	1.8	4.32	0.417	0.19	0.6	0.315	0.97	1.23	0.788	0.22	1.44	1.66	2.27	0.74	0.1	1.55	0.81	4.76	9	1	82	191
662	985	516	21.6	3.18	6.47	0.492	0.0	0.03	0.154	1.55	2.11	0.737	2.16	4.64	6.79	1.16	0.75	0.99	3.19	1.67	7.92	1	3	111	208
663	867	770	35.3	6.51	15.08	0.431	1.78	5.01	0.355	2.94	3.76	0.782	0.63	2.67	3.29	8.18	1.65	0.15	2.34	2.86	17.73	1	1	79	183
664	25	0	5.6	0.52	1.28	0.406	0.0	0.0	0.0	0.32	0.48	0.667	0.48	0.88	1.36	0.08	0.16	0.12	0.8	0.48	1.36	2	2	126	206
665	226	87	21.0	2.58	6.36	0.405	0.29	0.89	0.322	2.2	2.73	0.806	0.54	1.2	1.74	4.03	0.96	0.03	1.71	1.75	7.65	4	1	69	178
666	852	354	23.8	2.99	7.03	0.425	0.3	1.11	0.267	1.5	1.85	0.811	0.55	1.59	2.14	3.89	0.86	0.16	2.14	1.49	7.78	1	1	82	185
667	942	717	30.6	4.89	11.13	0.44	1.22	3.41	0.358	3.25	3.85	0.845	1.18	2.07	3.25	3.1	0.77	0.29	2.42	1.82	14.26	1	1	91	201
668	136	1	9.2	1.57	3.76	0.417	0.51	1.33	0.387	0.79	1.08	0.735	0.41	1.29	1.7	0.29	0.18	0.21	1.14	0.5	4.44	5	3	116	216
669	913	868	38.6	6.65	15.66	0.425	1.21	3.58	0.337	3.79	4.71	0.804	0.84	3.24	4.08	4.01	1.42	0.43	1.85	2.68	18.3	1	1	86	196
670	994	322	22.4	3.24	7.25	0.447	0.07	0.29	0.223	2.14	2.74	0.784	1.26	2.47	3.73	1.1	0.55	0.3	2.52	0.84	8.69	1	2	95	198
671	704	559	33.7	5.67	12.4	0.458	0.71	2.26	0.316	3.11	4.02	0.774	1.38	3.08	4.47	5.01	1.6	0.44	2.22	2.54	15.18	1	1	88	201
672	976	901	35.2	7.48	16.43	0.455	1.36	3.5	0.388	4.67	5.5	0.85	0.9	2.99	3.89	3.48	1.24	0.26	2.56	2.64	21.0	1	1	98	196
673	1009	967	30.9	5.28	11.84	0.446	0.52	1.79	0.289	2.71	3.77	0.72	1.31	2.96	4.27	3.88	1.7	0.72	2.3	2.23	13.79	1	1	84	198
674	325	28	16.5	2.08	5.18	0.401	0.79	2.15	0.366	0.87	1.1	0.798	0.33	1.27	1.59	2.35	0.6	0.04	1.17	1.02	5.82	7	1	91	185
675	748	228	22.1	2.5	4.94	0.506	0.0	0.02	0.214	1.98	2.78	0.714	1.64	2.85	4.49	1.22	0.6	1.31	3.21	1.27	6.99	1	3	104	211
676	1165	1035	33.2	4.67	9.18	0.509	0.0	0.05	0.063	1.81	2.62	0.692	2.98	5.13	8.11	2.21	0.98	0.97	2.43	1.12	11.16	1	2	116	208
677	885	651	32.8	5.44	12.71	0.428	1.0	2.73	0.365	2.47	3.0	0.825	1.34	3.35	4.69	3.22	0.82	0.21	2.23	2.46	14.34	1	1	100	198
678	737	380	20.8	2.42	5.14	0.47	0.01	0.03	0.25	1.18	1.58	0.744	1.61	3.15	4.76	0.58	0.45	1.49	2.76	0.95	6.01	1	3	111	211
679	89	11	13.5	1.72	4.47	0.384	0.56	1.51	0.373	0.49	0.74	0.667	0.69	1.19	1.88	0.92	0.63	0.04	1.2	0.74	4.49	7	1	82	191
680	640	404	19.2	1.87	3.85	0.484	0.0	0.0	0.0	1.51	2.3	0.658	2.05	3.32	5.37	0.33	0.39	0.83	3.31	1.04	5.24	1	3	120	213
681	923	572	30.3	5.26	11.86	0.443	0.81	2.28	0.355	3.0	3.75	0.801	0.53	2.93	3.46	3.82	0.79	0.34	2.61	2.28	14.32	1	1	95	203
682	418	80	16.8	1.96	4.59	0.426	0.87	2.24	0.387	1.15	1.4	0.824	0.42	1.22	1.64	2.96	0.75	0.04	1.82	1.5	5.94	1	1	75	185
683	887	331	18.4	1.57	3.81	0.412	0.0	0.01	0.0	0.78	1.7	0.458	2.52	3.63	6.15	0.42	0.38	1.16	2.62	0.83	3.92	1	3	107	211
684	565	320	27.2	4.33	10.43	0.415	1.66	4.31	0.384	1.63	2.07	0.787	0.61	2.23	2.85	2.09	0.75	0.23	2.15	1.32	11.94	1	1	93	193
685	1136	526	29.6	4.75	9.68	0.491	0.42	1.09	0.384	3.95	4.92	0.803	1.65	4.54	6.18	3.37	0.75	0.27	2.96	2.0	13.87	1	2	97	206
686	31	0	8.6	0.74	1.58	0.469	0.0	0.0	0.0	0.29	0.65	0.45	0.58	1.16	1.74	0.26	0.1	0.23	1.48	0.29	1.77	2	3	116	216
687	880	671	32.9	5.27	13.02	0.405	1.74	4.86	0.357	2.11	2.66	0.794	0.43	2.47	2.89	6.56	0.83	0.1	1.57	2.1	14.38	1	1	77	185
688	765	482	27.6	4.36	9.0	0.484	0.2	0.75	0.267	2.09	3.09	0.678	0.73	1.46	2.19	5.93	1.03	0.1	2.11	2.3	11.01	1	1	82	183
689	230	40	18.2	2.74	6.65	0.412	0.32	1.07	0.3	0.6	0.79	0.758	0.51	2.09	2.6	0.78	0.5	0.13	1.45	0.6	6.4	5	2	86	196
690	832	484	23.5	3.26	7.13	0.457	0.0	0.05	0.103	1.59	2.22	0.715	2.09	4.24	6.33	0.69	0.64	2.55	3.09	1.27	8.12	1	3	107	229
691	25	0	5.5	0.52	1.56	0.333	0.0	0.0	0.0	1.12	1.44	0.778	0.52	0.88	1.4	0.2	0.08	0.04	0.72	0.36	2.16	1	3	100	213
692	460	334	27.4	3.62	8.59	0.421	0.45	1.44	0.313	1.36	1.79	0.76	0.55	1.93	2.48	4.08	1.19	0.24	1.95	1.35	9.05	1	1	84	196
693	937	639	29.1	4.17	8.59	0.486	0.22	0.69	0.316	2.4	3.08	0.779	1.62	3.07	4.68	2.41	1.14	0.65	2.88	1.83	10.96	1	2	93	206
694	1117	613	23.1	2.77	5.63	0.493	0.0	0.03	0.132	1.4	1.99	0.704	1.62	4.6	6.23	0.97	0.57	0.9	3.13	1.3	6.95	1	3	109	208
695	914	352	22.7	2.19	3.87	0.567	0.0	0.04	0.079	1.05	2.01	0.521	1.84	3.01	4.85	1.58	0.94	1.31	2.37	1.16	5.44	1	2	95	203
696	19	0	7.1	0.74	2.16	0.341	0.16	0.63	0.25	0.68	0.79	0.867	0.16	0.37	0.53	0.26	0.37	0.0	0.53	0.42	2.32	1	1	98	193
697	22	1	6.9	1.0	2.41	0.415	0.0	0.05	0.0	0.27	0.41	0.667	0.68	1.0	1.68	0.32	0.09	0.23	1.05	0.27	2.27	1	3	109	213
698	791	604	32.5	5.93	12.23	0.485	0.05	0.23	0.215	3.05	4.79	0.638	2.86	4.56	7.42	1.91	0.74	1.01	3.24	2.22	14.97	1	2	109	211
699	915	610	30.3	4.4	9.33	0.471	0.01	0.06	0.196	2.65	3.56	0.743	2.32	5.16	7.48	1.47	0.96	0.87	2.22	1.56	11.46	1	2	109	198
700	18	1	13.2	1.67	4.94	0.337	0.39	1.44	0.269	0.94	1.28	0.739	0.39	1.28	1.67	1.83	0.39	0.28	1.56	0.83	4.67	2	1	85	191
701	133	15	11.7	1.32	3.01	0.44	0.0	0.0	0.0	1.75	2.65	0.66	1.38	2.11	3.49	0.25	0.29	0.21	1.62	0.81	4.4	7	3	113	211
702	41	0	10.5	1.49	3.44	0.433	0.44	1.27	0.346	0.66	0.78	0.844	0.05	0.61	0.66	1.29	0.41	0.02	0.78	0.44	4.07	2	1	79	188
703	757	227	20.9	2.53	6.27	0.403	0.81	2.31	0.349	1.4	1.91	0.733	0.36	1.51	1.87	3.96	1.17	0.1	1.75	1.38	7.26	1	1	80	183
704	966	790	30.5	5.25	12.08	0.434	0.33	1.09	0.3	2.55	3.38	0.754	1.32	2.82	4.14	3.05	1.57	0.45	2.6	1.8	13.37	1	1	88	196
705	845	453	20.1	1.65	3.26	0.505	0.0	0.01	0.2	0.81	1.34	0.605	1.98	4.11	6.09	0.46	0.56	1.29	2.88	0.86	4.11	1	3	111	211
706	117	1	11.2	0.97	2.79	0.35	0.34	1.08	0.317	0.58	0.92	0.63	0.26	0.79	1.05	1.72	0.44	0.08	1.08	0.88	2.87	4	1	84	193
707	1153	571	24.4	4.1	8.82	0.465	0.05	0.25	0.201	2.01	2.92	0.69	2.02	3.48	5.5	1.85	1.24	0.69	3.0	1.37	10.26	1	2	98	201
708	656	95	12.2	1.6	3.63	0.44	0.03	0.14	0.225	0.65	0.86	0.748	0.78	1.8	2.58	0.54	0.14	0.29	1.86	0.71	3.87	1	3	109	211
709	846	260	26.3	4.29	9.61	0.447	0.86	2.58	0.335	2.14	2.94	0.729	1.2	3.0	4.2	3.69	0.97	0.34	1.73	1.83	11.6	1	2	107	211
710	882	559	34.7	4.06	7.97	0.509	0.0	0.01	0.167	2.82	3.98	0.709	2.17	6.08	8.25	3.36	0.73	0.28	2.67	1.76	10.95	1	2	113	201
711	5	0	2.4	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.0	1	1	93	196
712	969	269	24.4	5.56	11.28	0.493	0.31	0.95	0.322	3.5	3.99	0.875	0.89	1.48	2.37	1.88	0.79	0.15	2.29	1.5	14.93	1	1	93	193
713	11	0	3.8	0.45	1.18	0.385	0.0	0.09	0.0	0.45	0.64	0.714	0.64	0.36	1.0	0.09	0.0	0.0	0.73	0.09	1.36	1	2	109	203
714	NBB	19	4.0	13.2	1.42	3.95	0.36	0.63	1.89	0.333	1.74	2.21	0.786	0.53	1.79	2.32	0.47	0.58	0.11	2.0	1.0	1	2	95	203
715	62	0	8.2	1.03	2.52	0.41	0.0	0.03	0.0	0.85	1.45	0.589	1.34	1.56	2.9	0.18	0.23	0.23	1.32	0.65	2.92	4	2	107	206
716	22	0	4.6	0.23	1.09	0.208	0.0	0.0	0.0	0.23	0.55	0.417	0.27	0.41	0.68	0.05	0.05	0.32	0.73	0.45	0.68	3	3	109	218
717	294	93	16.4	2.26	5.6	0.403	0.0	0.04	0.077	1.73	2.59	0.671	0.78	1.84	2.63	0.78	0.31	0.32	1.7	1.31	6.25	6	3	122	208
718	17	6	9.8	1.65	3.71	0.444	0.0	0.18	0.0	0.35	0.65	0.545	0.82	1.53	2.35	0.59	0.35	0.18	0.53	0.35	3.65	2	2	100	203
719	337	51	13.5	1.18	3.12	0.378	0.3	0.82	0.362	0.58	0.84	0.693	0.25	1.07	1.33	2.6	0.6	0.06	1.07	1.06	3.23	1	1	86	193
720	786	168	20.4	2.39	5.87	0.407	0.66	1.88	0.35	1.07	1.29	0.827	0.26	1.42	1.68	3.5	0.69	0.11	2.16	1.49	6.51	1	1	80	188
721	567	361	21.2	2.97	6.43	0.462	0.0	0.01	0.0	1.27	1.67	0.76	1.54	3.39	4.93	1.47	0.49	0.97	3.05	1.66	7.21	1	3	135	221
722	61	0	7.3	0.97	2.89	0.335	0.18	0.72	0.25	1.08	1.36	0.795	0.18	0.56	0.74	0.21	0.2	0.03	0.46	0.57	3.2	4	2	98	196
723	1000	876	35.0	6.78	14.87	0.456	1.56	3.9	0.4	3.23	3.81	0.846	0.95	3.44	4.39	2.1	0.96	0.27	2.36	1.73	18.34	1	2	103	203
724	1	0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5	3	111	211
725	445	37	17.2	1.83	4.57	0.401	0.26	0.91	0.286	1.18	1.59	0.74	0.47	1.48	1.95	2.77	0.72	0.04	1.09	1.18	5.11	9	1	79	185
726	889	556	28.6	3.2	6.99	0.458	0.12	0.43	0.277	1.19	1.44	0.827	0.6	2.01	2.61	7.57	1.54	0.04	1.78	1.61	7.71	1	1	62	160
727	16	0	7.0	1.0	2.06	0.485	0.12	0.19	0.667	0.44	0.62	0.7	0.25	1.19	1.44	0.19	0.31	0.0	1.25	0.5	2.56	3	1	95	196
728	1	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	1	82	193
729	54	1	8.7	0.65	1.74	0.372	0.15	0.59	0.25	0.2	0.52	0.393	0.28	0.65	0.93	1.04	0.35	0.04	0.63	0.59	1.65	4	1	82	193
730	65	5	6.7	0.65	1.45	0.447	0.0	0.0	0.0	0.23	0.38	0.6	0.4	0.63	1.03	0.12	0.09	0.29	1.35	0.31	1.52	2	3	125	213
731	63	11	9.6	0.89	2.37	0.376	0.08	0.33	0.238	0.84	1.17	0.716	0.25	0.7	0.95	0.37	0.32	0.19	0.62	0.54	2.7	2	2	86	201
732	1	0	27.4	2.0	10.0	0.2	0.0	0.0	0.0	1.0	2.0	0.5	0.0	2.0	2.0	0.0	2.0	0.0	4.0	1.0	5.0	1	2	95	198
733	62	1	13.8	1.71	4.18	0.409	0.1	0.48	0.2	0.6	0.66	0.902	0.15	0.98	1.13	2.61	0.47	0.03	0.87	0.82	4.11	1	1	80	180
734	8	0	3.5	0.25	1.0	0.25	0.0	0.0	0.0	0.12	0.25	0.5	0.12	0.62	0.75	0.0	0.12	0.0	0.5	0.25	0.62	1	2	116	206
735	28	1	11.4	1.5	3.71	0.404	0.25	0.82	0.304	0.61	0.71	0.85	0.89	1.32	2.21	0.36	0.32	0.39	0.79	0.75	3.86	1	2	112	203
736	75	2	16.7	2.63	6.23	0.422	0.24	1.08	0.222	0.92	1.17	0.784	1.09	2.33	3.43	0.69	0.56	0.21	1.6	0.92	6.41	1	2	102	203
737	16	0	6.7	0.19	1.38	0.136	0.0	0.38	0.0	0.06	0.5	0.125	0.25	0.44	0.69	1.0	0.0	0.0	0.81	0.38	0.44	3	1	88	188
738	6	0	5.0	0.33	1.5	0.222	0.17	0.67	0.25	0.0	0.0	0.0	0.0	0.33	0.33	0.33	0.17	0.0	0.17	0.83	0.83	2	1	100	196
739	4	0	4.2	0.25	1.5	0.167	0.25	0.25	1.0	1.0	1.0	1.0	0.5	0.5	1.0	0.75	0.0	0.0	0.25	0.25	1.75	2	1	75	173
740	10	0	11.6	0.9	3.1	0.29	0.0	0.4	0.0	0.5	1.0	0.5	0.6	0.7	1.3	0.6	0.5	0.2	1.6	0.3	2.3	1	2	98	198
741	33	2	8.1	0.67	1.18	0.564	0.0	0.0	0.0	0.3	0.61	0.5	0.88	1.42	2.3	0.15	0.12	0.21	1.45	0.42	1.64	2	2	107	203
742	140	65	22.1	2.07	5.59	0.371	0.14	0.52	0.274	0.95	1.38	0.689	0.49	2.23	2.72	3.06	0.9	0.18	2.86	1.79	5.24	4	1	82	193
743	12	0	8.5	1.17	3.08	0.378	0.08	0.5	0.167	0.08	0.08	1.0	0.42	0.75	1.17	0.5	0.33	0.0	0.67	0.92	2.5	3	2	98	198
744	587	254	16.8	1.9	3.76	0.507	0.0	0.0	0.0	0.99	1.59	0.621	1.75	2.49	4.24	0.58	0.66	0.51	3.05	0.94	4.8	1	3	104	208
745	604	302	25.4	4.39	10.36	0.423	0.29	0.87	0.335	1.85	2.31	0.803	0.85	1.88	2.74	2.66	1.37	0.33	1.7	1.88	10.92	1	1	86	191
746	67	1	12.2	1.33	3.6	0.369	0.25	1.03	0.246	0.36	0.49	0.727	0.31	0.75	1.06	2.01	0.43	0.01	1.03	0.7	3.27	4	2	78	178
747	4	0	10.8	0.75	2.0	0.375	0.0	0.0	0.0	0.5	1.5	0.333	1.0	1.75	2.75	0.5	0.0	0.25	1.25	1.0	2.0	1	2	109	206
748	431	71	16.7	2.01	5.14	0.391	0.8	2.27	0.352	0.68	0.89	0.764	0.48	1.34	1.82	1.16	0.6	0.12	1.68	0.81	5.5	1	1	86	193
749	591	341	26.7	6.01	13.56	0.443	0.8	2.27	0.354	1.82	2.02	0.903	0.39	1.53	1.92	3.55	0.84	0.08	1.9	1.66	14.64	9	1	73	183
750	16	0	9.8	0.94	2.31	0.405	0.0	0.0	0.0	0.12	0.38	0.333	0.25	1.75	2.0	0.0	0.06	0.75	1.25	0.38	2.0	2	3	109	211
751	1051	727	27.9	5.24	10.73	0.488	0.03	0.11	0.277	4.1	5.52	0.741	2.88	5.53	8.41	1.62	1.13	1.22	3.64	2.63	14.6	1	3	127	208
752	827	709	31.5	3.92	9.19	0.426	0.97	2.75	0.354	2.44	2.97	0.821	0.96	3.13	4.09	3.62	1.88	0.47	2.48	2.08	11.25	1	1	91	198
753	736	363	25.1	4.26	9.92	0.43	0.72	1.99	0.36	2.02	2.66	0.759	1.27	2.85	4.12	1.33	0.93	0.43	2.0	1.64	11.26	1	2	107	201
754	756	577	28.3	4.1	8.38	0.49	0.01	0.04	0.214	2.28	3.05	0.746	2.43	5.01	7.44	1.22	0.6	0.74	3.19	1.63	10.49	1	2	115	206
755	23	5	8.7	0.48	1.7	0.282	0.09	0.57	0.154	0.09	0.26	0.333	0.13	0.87	1.0	0.39	0.22	0.09	1.39	0.39	1.13	1	1	98	198
756	252	92	15.8	2.42	5.53	0.437	0.28	0.8	0.347	1.45	1.76	0.824	0.82	1.35	2.17	0.61	0.4	0.32	1.95	0.92	6.56	8	2	107	206
757	12	0	9.0	1.58	3.17	0.5	0.42	1.25	0.333	0.75	1.17	0.643	0.08	1.33	1.42	0.75	0.58	0.0	1.17	0.75	4.33	1	1	82	191
758	21	0	10.7	1.67	3.43	0.486	0.0	0.05	0.0	0.57	1.24	0.462	1.14	1.19	2.33	0.43	0.14	0.05	1.43	0.67	3.9	2	2	107	206
759	763	607	30.9	5.07	11.25	0.451	0.27	0.96	0.284	2.55	3.37	0.757	2.09	5.23	7.33	2.8	1.41	0.64	2.47	2.27	12.97	1	2	109	208
760	39	1	8.7	0.56	2.26	0.25	0.26	1.38	0.185	0.41	0.44	0.941	0.1	0.56	0.67	1.23	0.67	0.05	1.62	0.64	1.79	1	1	93	191
761	10	0	11.0	1.1	3.5	0.314	0.4	1.1	0.364	1.6	2.0	0.8	0.2	0.9	1.1	0.4	0.0	0.0	1.0	0.9	4.2	2	1	95	196
